EXT1 I am the life of the party.,EXT2 I talk a lot.,EXT3 I feel comfortable around people.,EXT4 I don't keep in the background.,EXT5 I start conversations.,EXT6 I have a lot to say.,EXT7 I talk to a lot of different people at parties.,EXT8 I don't like to draw attention to myself.,EXT9 I don't mind being the center of attention.,EXT10 I am noisy around strangers.,,Age,Gender,birthorder,birthnum,Extroversion,birthorderratio
3,3,4,3,4,3,2,1,2,3,,30,2,1,3,2.8,0.333333333
1,1,0,1,4,3,3,1,2,1,,29,1,2,3,1.7,0.666666667
2,2,3,1,3,3,1,1,2,2,,39,1,1,2,2,0.5
4,2,4,3,4,3,4,3,4,3,,26,1,3,3,3.4,1
4,4,5,4,5,4,5,3,5,4,,17,2,2,2,4.3,1
4,4,4,3,4,3,4,2,3,3,,17,1,4,4,3.4,1
5,3,5,3,5,4,5,3,5,3,,23,1,2,2,4.1,1
3,4,5,2,4,0,4,0,1,0,,17,2,2,2,2.3,1
4,4,4,4,5,4,5,3,5,2,,29,2,1,4,4,0.25
3,2,5,2,3,2,2,2,4,0,,18,2,2,2,2.5,1
3,4,5,3,3,3,4,3,4,2,,15,1,3,3,3.4,1
1,0,3,2,1,2,1,0,4,4,,14,2,2,3,1.8,0.666666667
4,3,5,3,5,3,4,1,5,3,,15,1,3,4,3.6,0.75
5,3,5,3,5,4,5,2,5,4,,15,1,3,11,4.1,0.272727273
2,2,1,2,2,2,4,0,1,0,,15,2,1,5,1.6,0.2
4,3,4,2,4,4,5,1,5,3,,15,1,1,1,3.5,1
4,3,4,5,4,3,4,2,4,2,,14,2,2,2,3.5,1
3,3,5,2,4,3,2,1,2,2,,14,1,2,6,2.7,0.333333333
2,1,3,1,3,1,3,0,2,1,,15,2,1,2,1.7,0.5
5,4,4,4,5,4,5,2,3,3,,15,2,2,2,3.9,1
5,4,5,4,5,4,4,3,5,3,,14,1,3,9,4.2,0.333333333
1,1,1,1,1,2,1,0,1,0,,15,2,1,2,0.9,0.5
4,3,4,1,3,2,5,2,2,0,,16,2,1,5,2.6,0.2
2,1,2,2,1,2,1,2,4,0,,15,2,3,4,1.7,0.75
4,4,4,1,3,4,5,1,5,3,,14,2,2,2,3.4,1
2,3,3,2,4,3,3,1,3,1,,15,2,1,1,2.5,1
3,2,3,2,3,1,4,2,4,1,,15,2,1,2,2.5,0.5
1,3,1,2,2,2,1,3,3,0,,15,2,1,2,1.8,0.5
5,3,4,2,5,2,4,3,5,2,,15,1,4,4,3.5,1
3,4,3,1,4,2,1,0,1,0,,16,0,3,3,1.9,1
5,1,4,2,4,1,0,3,4,2,,15,1,1,2,2.6,0.5
3,2,5,2,3,2,3,1,3,0,,15,2,1,2,2.4,0.5
1,3,5,3,4,5,3,1,3,3,,16,2,1,3,3.1,0.333333333
5,2,3,4,4,3,5,2,3,0,,15,1,1,4,3.1,0.25
4,4,4,4,4,3,4,3,4,3,,46,2,1,2,3.7,0.5
3,2,3,2,4,2,3,0,2,2,,30,2,2,8,2.3,0.25
1,1,2,0,2,4,1,0,3,0,,29,1,1,9,1.4,0.111111111
4,4,5,4,5,2,5,2,4,0,,16,1,1,2,3.5,0.5
4,3,4,3,4,3,4,1,3,2,,16,2,2,2,3.1,1
1,3,2,3,4,4,2,2,2,3,,24,2,1,2,2.6,0.5
2,1,3,1,2,3,2,0,1,0,,19,2,1,1,1.5,1
3,2,4,2,3,2,3,1,3,1,,33,1,2,3,2.4,0.666666667
4,4,5,4,5,4,5,3,1,3,,19,2,2,3,3.8,0.666666667
4,4,5,4,5,4,5,1,4,4,,18,1,2,2,4,1
5,4,5,2,4,3,2,2,2,1,,16,2,2,2,3,1
1,0,4,1,1,1,1,2,4,3,,31,1,2,2,1.8,1
4,4,4,4,3,4,4,3,4,1,,41,1,1,2,3.5,0.5
1,2,3,1,2,1,1,0,2,1,,31,2,1,1,1.4,1
1,0,3,0,1,0,1,4,1,0,,18,2,1,2,1.1,0.5
1,1,4,2,5,4,4,1,2,1,,25,2,3,4,2.5,0.75
2,0,4,4,5,3,5,0,5,3,,26,1,2,2,3.1,1
1,3,3,2,4,3,3,2,4,1,,16,2,1,2,2.6,0.5
3,2,3,2,2,3,2,0,3,0,,13,2,3,3,2,1
1,3,2,1,2,3,2,0,2,0,,42,2,1,3,1.6,0.333333333
3,1,2,1,2,3,2,0,2,0,,27,2,2,2,1.6,1
3,3,3,1,2,2,2,1,2,2,,16,1,1,2,2.1,0.5
1,2,4,4,5,2,5,2,3,1,,25,2,1,2,2.9,0.5
2,2,2,2,2,2,2,1,2,1,,13,2,3,3,1.8,1
3,0,3,0,3,1,1,0,2,0,,20,1,2,3,1.3,0.666666667
4,4,5,4,0,4,4,1,4,3,,16,2,1,2,3.3,0.5
1,3,2,2,4,3,1,1,2,1,,31,2,7,7,2,1
1,0,1,1,1,0,1,0,1,0,,22,2,2,2,0.6,1
1,0,1,0,2,0,1,0,1,0,,19,1,5,5,0.6,1
3,4,4,2,3,2,4,2,2,0,,16,2,1,2,2.6,0.5
5,2,3,2,3,4,3,1,2,1,,27,2,2,2,2.6,1
3,4,4,2,3,3,1,3,4,3,,40,1,2,2,3,1
1,1,4,1,1,1,1,4,1,0,,20,1,1,2,1.5,0.5
3,3,4,2,5,4,4,3,3,3,,19,2,1,3,3.4,0.333333333
4,4,3,3,5,4,2,3,5,3,,22,2,2,3,3.6,0.666666667
2,1,3,0,3,2,4,1,2,1,,35,2,2,2,1.9,1
3,3,2,3,5,3,5,2,2,3,,69,2,3,3,3.1,1
2,1,2,1,4,2,4,0,3,0,,19,1,3,3,1.9,1
4,4,5,3,5,4,4,1,4,3,,40,2,2,2,3.7,1
2,1,2,1,2,1,2,2,3,1,,27,1,1,2,1.7,0.5
2,2,3,2,4,3,2,2,2,1,,25,1,5,6,2.3,0.833333333
3,0,2,0,1,1,1,0,1,0,,40,2,1,2,0.9,0.5
1,0,2,0,5,3,4,0,3,0,,40,2,3,3,1.8,1
2,1,3,0,2,1,3,1,2,1,,13,2,1,1,1.6,1
4,4,4,3,5,3,5,3,4,2,,18,2,2,2,3.7,1
1,3,2,1,3,1,1,0,1,0,,18,1,7,7,1.3,1
2,1,2,1,2,4,4,2,4,1,,23,2,2,2,2.3,1
3,2,3,3,3,3,1,1,3,2,,17,1,1,4,2.4,0.25
1,2,1,0,3,3,5,0,1,2,,38,2,1,2,1.8,0.5
1,1,1,0,1,0,1,0,1,0,,17,1,2,2,0.6,1
3,2,3,2,2,2,2,2,3,1,,22,2,1,2,2.2,0.5
4,4,5,1,4,4,2,1,3,3,,56,2,5,5,3.1,1
4,2,4,4,4,3,4,3,4,3,,20,1,7,7,3.5,1
1,2,2,1,1,2,1,0,2,0,,26,2,2,6,1.2,0.333333333
4,4,5,3,4,3,5,2,5,4,,16,1,2,2,3.9,1
4,1,5,1,4,3,3,3,4,1,,20,1,2,3,2.9,0.666666667
5,3,3,2,4,3,3,3,4,1,,17,2,1,1,3.1,1
2,2,3,2,3,3,2,2,0,1,,65,1,2,4,2,0.5
2,3,4,2,2,2,3,1,3,0,,23,2,2,2,2.2,1
4,4,5,4,5,4,2,4,5,4,,36,2,1,2,4.1,0.5
3,4,5,2,5,4,5,3,4,0,,18,1,1,5,3.5,0.2
2,1,4,1,2,1,1,1,2,0,,19,2,1,2,1.5,0.5
1,0,1,0,1,0,1,0,1,0,,33,1,1,2,0.5,0.5
4,4,3,4,4,4,5,3,4,3,,17,2,2,3,3.8,0.666666667
2,1,4,1,3,1,3,0,2,1,,18,2,2,2,1.8,1
3,3,5,2,4,3,5,2,3,2,,17,2,2,3,3.2,0.666666667
2,2,3,2,3,2,4,3,1,3,,17,2,3,3,2.5,1
1,3,0,0,1,3,1,0,2,0,,15,2,2,2,1.1,1
4,4,3,0,3,1,3,0,4,0,,19,2,4,4,2.2,1
3,2,0,3,5,4,5,3,5,4,,34,2,2,3,3.4,0.666666667
1,0,1,0,1,3,1,0,5,0,,23,1,1,2,1.2,0.5
1,2,2,1,4,4,1,0,2,0,,13,1,3,4,1.7,0.75
3,3,4,2,4,3,3,1,3,3,,26,1,1,2,2.9,0.5
1,3,4,2,3,3,3,2,3,2,,16,2,6,8,2.6,0.75
3,3,2,1,3,2,1,1,2,1,,41,1,1,2,1.9,0.5
2,2,3,4,4,3,3,1,3,2,,39,2,2,2,2.7,1
4,2,5,3,5,3,3,3,3,3,,38,1,1,2,3.4,0.5
1,1,2,0,2,4,2,0,1,0,,17,1,1,2,1.3,0.5
1,0,3,0,3,2,1,0,1,0,,22,2,2,2,1.1,1
5,3,5,0,4,4,2,1,5,3,,21,1,1,2,3.2,0.5
3,3,4,2,3,4,4,0,1,1,,26,2,2,2,2.5,1
1,2,2,2,5,3,1,0,1,2,,53,2,9,9,1.9,1
2,3,2,1,2,3,2,1,2,1,,16,2,5,5,1.9,1
2,1,2,1,2,3,2,1,3,1,,28,1,2,2,1.8,1
2,3,2,2,4,3,2,3,2,0,,17,2,1,2,2.3,0.5
3,1,4,2,4,3,4,0,1,1,,33,2,2,2,2.3,1
1,1,2,0,1,4,2,0,1,0,,18,1,2,2,1.2,1
3,3,3,2,4,2,4,1,3,2,,27,2,3,3,2.7,1
1,1,4,1,1,1,3,0,1,0,,30,1,6,6,1.3,1
3,2,3,2,5,2,2,2,4,2,,29,2,1,3,2.7,0.333333333
3,0,3,3,2,1,1,2,3,0,,16,1,1,2,1.8,0.5
4,4,4,3,3,3,3,2,3,2,,37,2,2,2,3.1,1
3,4,4,3,5,1,5,1,3,4,,43,2,3,3,3.3,1
1,0,3,0,1,1,1,0,1,0,,21,2,1,2,0.8,0.5
2,4,2,3,4,4,5,3,4,2,,27,2,1,2,3.3,0.5
3,4,4,4,4,4,3,2,2,1,,56,1,2,3,3.1,0.666666667
2,1,2,1,2,3,1,4,1,0,,35,2,3,5,1.7,0.6
1,0,1,0,2,4,1,0,1,0,,43,2,2,2,1,1
2,0,2,1,2,3,2,1,2,0,,24,2,7,7,1.5,1
4,3,4,3,4,3,4,2,4,3,,13,2,1,2,3.4,0.5
2,2,3,1,3,3,2,1,4,1,,22,1,1,1,2.2,1
1,2,3,1,2,3,1,1,2,1,,19,2,1,2,1.7,0.5
2,2,2,1,2,3,2,1,3,1,,16,2,1,1,1.9,1
4,2,3,2,4,2,4,2,3,3,,26,2,2,2,2.9,1
3,3,3,2,5,3,2,1,2,2,,28,2,1,1,2.6,1
3,2,3,2,3,2,3,2,3,2,,54,1,7,10,2.5,0.7
4,1,4,2,5,3,4,2,4,0,,35,1,1,3,2.9,0.333333333
4,4,4,3,4,4,4,3,4,3,,16,2,2,3,3.7,0.666666667
1,0,1,0,2,1,1,0,1,0,,22,2,2,2,0.7,1
2,0,2,1,1,1,1,1,1,1,,25,1,3,3,1.1,1
3,3,3,2,2,2,4,1,3,1,,24,1,1,3,2.4,0.333333333
2,2,3,1,3,3,2,1,3,1,,57,1,2,5,2.1,0.4
1,1,1,0,1,0,3,2,3,2,,16,0,2,2,1.4,1
1,2,2,1,2,2,1,0,3,0,,29,2,2,2,1.4,1
1,0,1,0,1,4,1,0,1,1,,34,1,1,2,1,0.5
3,1,5,0,5,1,3,0,2,1,,22,2,2,2,2.1,1
1,1,1,0,1,0,1,0,1,0,,38,2,2,2,0.6,1
3,4,4,3,4,3,3,1,3,2,,31,1,1,3,3,0.333333333
4,3,4,3,4,4,5,3,5,2,,18,2,1,1,3.7,1
1,0,2,0,1,0,1,0,1,0,,22,1,1,2,0.6,0.5
4,3,4,3,4,1,2,2,3,1,,46,1,1,3,2.7,0.333333333
1,0,1,0,1,0,1,0,4,0,,18,1,3,3,0.8,1
1,3,2,3,3,3,2,1,2,2,,27,2,1,3,2.2,0.333333333
4,3,4,3,4,3,4,3,4,1,,15,2,1,2,3.3,0.5
5,2,5,4,5,4,5,2,5,4,,16,1,1,3,4.1,0.333333333
2,4,4,3,2,4,2,3,4,1,,17,2,1,2,2.9,0.5
2,2,4,1,4,3,4,3,2,1,,22,1,2,4,2.6,0.5
2,4,5,3,4,3,5,2,4,3,,41,1,3,4,3.5,0.75
4,4,4,4,4,4,4,4,4,3,,41,1,1,1,3.9,1
2,1,3,2,3,2,2,4,3,1,,21,2,2,2,2.3,1
4,3,2,3,5,3,2,1,4,1,,33,1,2,2,2.8,1
3,1,4,0,2,3,4,1,3,1,,20,1,1,1,2.2,1
1,0,2,0,1,1,1,0,1,0,,22,1,1,1,0.7,1
1,1,2,1,2,3,1,0,2,0,,20,1,1,2,1.3,0.5
3,4,5,4,3,4,3,4,5,4,,16,1,2,2,3.9,1
3,3,4,2,3,3,2,2,4,2,,18,1,1,2,2.8,0.5
1,2,3,2,4,2,4,0,2,2,,49,2,1,2,2.2,0.5
1,0,2,0,2,4,2,4,1,0,,61,2,7,8,1.6,0.875
3,1,4,2,2,1,2,3,4,1,,17,2,1,1,2.3,1
4,3,5,3,3,3,4,3,4,2,,40,1,3,5,3.4,0.6
1,3,2,3,5,2,1,2,2,1,,22,1,1,4,2.2,0.25
2,3,4,2,3,3,2,1,2,1,,28,2,1,3,2.3,0.333333333
4,4,2,3,5,4,5,1,5,2,,29,1,6,6,3.5,1
3,4,3,2,4,4,2,2,3,1,,53,1,4,4,2.8,1
1,4,2,1,4,4,2,3,4,1,,17,1,1,2,2.6,0.5
1,0,3,1,4,1,2,0,1,0,,24,2,1,3,1.3,0.333333333
2,4,4,5,4,4,2,3,5,3,,22,2,6,7,3.6,0.857142857
1,0,1,0,1,2,1,0,1,0,,24,2,1,2,0.7,0.5
2,3,4,3,4,4,1,2,2,2,,28,1,2,3,2.7,0.666666667
2,2,4,1,2,1,2,1,4,1,,26,1,2,3,2,0.666666667
5,3,5,0,5,4,5,0,5,4,,24,1,1,4,3.6,0.25
4,4,3,3,5,4,3,2,4,5,,16,1,1,1,3.7,1
4,3,3,3,4,3,4,3,4,3,,38,1,1,2,3.4,0.5
3,2,3,2,4,2,3,2,5,2,,26,2,1,2,2.8,0.5
3,3,5,2,4,1,5,2,4,3,,17,1,2,2,3.2,1
1,4,4,1,3,1,2,1,1,0,,35,2,3,4,1.8,0.75
1,2,2,1,2,3,2,1,2,1,,33,1,1,2,1.7,0.5
4,3,4,2,4,4,4,2,2,2,,27,1,1,4,3.1,0.25
2,3,2,1,4,3,1,1,2,3,,16,2,2,2,2.2,1
1,0,1,0,1,4,1,0,1,0,,25,1,2,2,0.9,1
4,3,3,3,5,3,4,3,4,1,,17,2,2,3,3.3,0.666666667
4,4,5,2,5,4,5,2,5,4,,24,1,1,3,4,0.333333333
3,3,4,2,4,3,3,0,2,2,,29,2,2,2,2.6,1
1,3,2,0,2,3,1,0,1,0,,25,2,3,3,1.3,1
1,4,2,3,2,4,1,4,5,0,,24,1,1,2,2.6,0.5
1,4,4,2,3,4,3,2,4,0,,17,2,3,6,2.7,0.5
3,0,1,0,1,0,1,0,5,0,,18,1,1,1,1.1,1
3,3,3,2,3,4,4,4,3,3,,35,2,2,2,3.2,1
3,2,3,2,2,3,2,1,1,2,,17,2,6,9,2.1,0.666666667
3,4,4,4,4,4,4,2,4,3,,28,2,4,8,3.6,0.5
3,2,3,2,3,2,2,0,3,0,,30,2,1,1,2,1
3,3,3,2,4,4,3,2,4,2,,20,2,1,2,3,0.5
4,4,5,4,5,3,4,2,4,3,,21,2,2,2,3.8,1
2,3,2,1,2,4,1,1,2,0,,18,2,3,3,1.8,1
1,0,3,1,4,1,3,0,1,1,,30,1,2,2,1.5,1
1,1,4,1,1,0,2,0,1,4,,30,2,1,3,1.5,0.333333333
4,4,4,3,5,4,4,3,5,4,,19,1,1,3,4,0.333333333
3,1,4,1,3,3,3,0,2,0,,22,1,4,4,2,1
1,2,4,1,3,3,1,0,1,2,,29,2,1,3,1.8,0.333333333
4,3,4,4,5,3,5,3,4,4,,19,2,1,2,3.9,0.5
3,4,3,3,5,4,2,2,3,1,,22,2,6,6,3,1
3,4,5,4,5,3,5,1,5,3,,19,2,3,3,3.8,1
1,2,3,0,4,3,1,1,1,0,,22,2,1,1,1.6,1
1,3,1,1,5,3,2,0,2,0,,24,2,1,2,1.8,0.5
2,1,3,1,3,2,1,2,2,0,,36,2,2,2,1.7,1
3,3,5,1,4,2,2,1,2,1,,24,1,2,5,2.4,0.4
3,2,3,2,4,2,3,2,3,1,,24,2,3,5,2.5,0.6
2,3,1,1,1,4,2,0,2,0,,35,1,2,4,1.6,0.5
3,2,4,1,1,4,1,0,1,0,,28,1,1,2,1.7,0.5
2,2,5,0,4,4,1,3,5,0,,16,2,1,1,2.6,1
3,3,3,2,3,3,3,2,2,2,,40,2,2,2,2.6,1
1,2,2,1,3,2,2,1,2,1,,27,2,2,3,1.7,0.666666667
5,4,5,4,5,1,5,4,5,4,,50,1,2,3,4.2,0.666666667
4,4,5,4,5,4,4,3,5,3,,16,1,1,1,4.1,1
3,2,4,2,4,2,2,1,3,2,,22,2,2,3,2.5,0.666666667
2,4,4,2,5,4,4,0,2,0,,27,1,2,4,2.7,0.5
4,3,4,3,5,4,3,1,3,2,,16,1,1,2,3.2,0.5
4,4,5,3,5,4,5,4,4,4,,21,1,1,1,4.2,1
2,1,2,1,2,3,2,1,2,1,,43,1,1,2,1.7,0.5
2,3,2,0,4,3,2,1,2,3,,43,1,3,4,2.2,0.75
3,4,4,2,2,4,2,3,4,0,,17,2,3,3,2.8,1
4,4,3,2,4,4,4,2,3,2,,40,2,2,3,3.2,0.666666667
4,3,2,1,3,3,4,0,2,0,,23,1,2,2,2.2,1
2,1,2,1,2,1,1,1,2,1,,33,1,2,2,1.4,1
1,0,1,0,1,0,1,0,4,0,,26,1,3,3,0.8,1
1,0,1,4,1,0,1,0,1,0,,43,1,1,5,0.9,0.2
3,1,1,1,2,0,3,0,2,0,,18,2,2,4,1.3,0.5
2,2,2,2,2,2,1,1,2,0,,18,1,3,3,1.6,1
3,1,3,2,4,1,4,1,2,1,,28,2,4,4,2.2,1
4,3,5,3,4,3,4,4,5,3,,17,1,3,5,3.8,0.6
1,1,1,0,1,3,1,0,1,0,,46,1,1,3,0.9,0.333333333
4,4,5,4,5,4,5,4,5,4,,41,1,1,3,4.4,0.333333333
3,1,2,2,3,1,3,1,4,1,,24,1,2,7,2.1,0.285714286
4,3,4,1,4,4,4,3,4,3,,27,1,1,2,3.4,0.5
1,0,1,2,5,3,5,0,1,4,,48,2,3,4,2.2,0.75
3,0,4,1,2,3,2,1,3,1,,32,1,4,4,2,1
3,4,4,2,4,1,5,3,5,3,,29,2,1,3,3.4,0.333333333
5,4,2,2,2,3,3,2,3,2,,20,1,1,2,2.8,0.5
3,2,4,2,4,3,4,2,4,2,,33,1,2,3,3,0.666666667
3,2,3,2,4,4,5,1,2,1,,36,2,4,4,2.7,1
3,0,3,2,3,4,1,3,4,0,,20,2,1,1,2.3,1
4,4,3,4,4,4,1,3,4,3,,22,2,1,2,3.4,0.5
3,3,3,1,3,1,2,1,4,0,,59,2,1,2,2.1,0.5
4,2,4,3,4,2,4,3,5,2,,27,2,2,2,3.3,1
4,1,4,3,4,3,5,3,4,3,,17,1,4,4,3.4,1
4,3,2,0,4,4,0,0,2,0,,28,1,1,2,1.9,0.5
1,5,1,1,3,1,2,0,2,0,,27,2,2,4,1.6,0.5
4,4,4,4,4,4,5,1,4,3,,41,1,1,3,3.7,0.333333333
3,1,3,0,2,4,3,0,2,0,,20,2,2,3,1.8,0.666666667
4,4,5,3,5,4,4,2,5,3,,56,2,3,3,3.9,1
4,4,4,3,4,3,4,2,4,3,,30,2,5,5,3.5,1
2,2,2,1,3,3,2,1,2,0,,38,2,1,2,1.8,0.5
2,2,4,1,3,2,3,1,4,1,,19,1,1,1,2.3,1
3,1,3,2,3,4,1,2,2,2,,18,2,4,4,2.3,1
1,2,2,0,4,3,3,0,1,4,,44,1,2,2,2,1
3,1,3,2,3,2,4,1,4,1,,42,1,5,5,2.4,1
5,4,5,4,5,4,5,1,4,4,,55,1,1,2,4.1,0.5
4,3,4,3,5,3,4,3,4,3,,34,1,1,3,3.6,0.333333333
1,2,4,2,3,3,3,1,2,2,,24,1,2,2,2.3,1
2,2,3,1,2,4,1,1,2,0,,20,1,1,3,1.8,0.333333333
3,3,4,3,4,4,4,4,4,3,,17,2,2,2,3.6,1
2,2,2,1,3,3,2,1,3,1,,14,2,1,1,2,1
2,1,3,1,4,3,3,3,4,3,,29,2,3,5,2.7,0.6
2,1,2,1,1,3,1,3,4,0,,20,2,1,2,1.8,0.5
1,4,4,1,4,4,4,0,1,0,,51,2,4,5,2.3,0.8
3,2,3,3,3,3,3,2,2,2,,50,2,1,2,2.6,0.5
3,2,3,3,4,4,3,1,3,1,,18,1,2,3,2.7,0.666666667
2,1,2,0,2,2,2,2,2,1,,23,1,1,1,1.6,1
3,1,2,1,2,3,3,4,5,1,,16,1,1,2,2.5,0.5
3,0,4,2,4,2,3,1,4,3,,16,1,2,2,2.6,1
3,4,3,4,5,4,3,4,3,2,,41,2,3,5,3.5,0.6
1,0,1,1,1,4,1,1,2,0,,19,1,2,2,1.2,1
4,3,3,2,3,3,4,1,2,0,,35,0,1,2,2.5,0.5
2,1,4,1,2,3,1,1,2,1,,23,2,1,2,1.8,0.5
2,4,3,2,4,3,4,1,2,2,,69,2,2,4,2.7,0.5
1,0,1,0,2,1,1,0,1,0,,27,1,3,3,0.7,1
1,2,2,2,3,4,1,1,2,0,,33,2,1,2,1.8,0.5
4,4,4,4,5,4,4,2,5,3,,24,1,4,4,3.9,1
4,4,5,4,5,4,5,2,4,4,,20,2,4,5,4.1,0.8
3,3,3,4,4,4,2,2,4,2,,21,1,1,2,3.1,0.5
4,4,5,3,5,4,4,4,5,4,,22,2,3,3,4.2,1
4,3,4,2,3,3,3,1,4,1,,17,1,1,2,2.8,0.5
5,4,5,3,5,4,5,4,4,4,,30,2,3,3,4.3,1
3,2,4,3,3,3,4,2,4,2,,31,1,2,2,3,1
5,3,2,3,4,4,3,3,4,2,,24,2,1,3,3.3,0.333333333
2,1,3,1,2,4,2,3,4,1,,21,1,1,3,2.3,0.333333333
2,2,2,0,1,1,1,1,2,0,,21,3,3,3,1.2,1
2,1,1,1,1,4,1,0,1,0,,25,2,1,2,1.2,0.5
1,1,2,1,3,4,3,0,2,1,,19,1,3,3,1.8,1
5,2,3,3,3,1,3,2,5,1,,19,1,1,1,2.8,1
1,1,1,0,1,4,1,1,2,0,,17,1,1,4,1.2,0.25
3,3,3,2,4,3,3,2,4,1,,28,1,1,2,2.8,0.5
3,1,4,1,3,1,2,2,3,1,,29,1,1,2,2.1,0.5
3,3,5,3,4,2,4,3,4,3,,31,2,1,1,3.4,1
3,1,2,3,4,3,3,2,3,0,,36,1,1,1,2.4,1
2,3,2,2,4,3,1,2,2,0,,16,2,2,3,2.1,0.666666667
1,0,3,0,2,1,1,1,1,0,,18,2,3,3,1,1
3,2,5,2,3,2,3,3,3,2,,26,2,3,4,2.8,0.75
4,4,5,4,4,3,4,1,5,4,,22,1,4,6,3.8,0.666666667
1,4,3,1,4,4,1,2,5,0,,13,2,1,2,2.5,0.5
1,0,1,0,1,1,1,0,1,0,,26,2,1,3,0.6,0.333333333
3,2,3,2,4,3,3,2,4,1,,39,1,4,5,2.7,0.8
3,3,2,0,5,3,5,1,2,0,,46,1,2,2,2.4,1
1,2,1,0,4,3,1,1,1,0,,22,1,9,9,1.4,1
3,3,4,3,5,4,3,3,4,3,,43,2,3,3,3.5,1
1,3,2,2,3,3,1,2,3,0,,24,2,5,5,2,1
5,4,5,4,5,4,5,4,5,1,,19,1,1,1,4.2,1
3,3,3,4,4,3,5,1,3,1,,20,2,2,3,3,0.666666667
3,1,2,0,2,1,1,1,3,1,,23,2,5,5,1.5,1
4,4,4,3,5,4,4,4,5,4,,40,1,2,2,4.1,1
2,3,3,1,3,3,3,4,5,2,,21,2,3,3,2.9,1
1,1,2,0,2,3,2,0,2,0,,25,1,2,2,1.3,1
3,2,5,2,3,2,3,2,3,2,,39,1,1,3,2.7,0.333333333
3,3,4,3,5,3,3,3,5,1,,30,2,3,3,3.3,1
2,4,4,3,4,4,2,2,5,2,,18,1,2,2,3.2,1
4,3,3,4,1,2,3,1,4,2,,26,2,1,4,2.7,0.25
1,0,2,1,1,0,1,0,1,0,,15,1,1,2,0.7,0.5
1,1,4,1,2,1,2,1,1,1,,25,2,2,3,1.5,0.666666667
1,1,3,1,2,1,1,0,2,0,,16,2,2,2,1.2,1
3,4,4,2,4,1,4,1,4,2,,22,2,2,2,2.9,1
4,3,5,3,1,3,4,3,2,3,,20,1,3,4,3.1,0.75
3,1,2,2,5,2,1,3,5,0,,19,1,2,3,2.4,0.666666667
1,2,3,1,1,1,1,2,3,0,,24,2,1,2,1.5,0.5
1,2,3,4,5,4,3,2,3,4,,26,2,2,2,3.1,1
4,2,4,3,5,0,5,1,1,3,,42,2,1,2,2.8,0.5
4,3,4,3,4,4,4,3,2,3,,19,2,1,1,3.4,1
1,0,2,2,3,2,1,1,2,1,,24,1,1,2,1.5,0.5
3,4,5,3,5,3,4,2,4,4,,17,2,2,3,3.7,0.666666667
1,0,1,1,2,1,1,0,1,2,,38,2,1,2,1,0.5
2,2,2,1,1,2,2,1,2,1,,26,1,1,2,1.6,0.5
3,4,4,3,5,3,4,4,5,4,,50,2,1,4,3.9,0.25
3,4,5,2,5,3,4,0,2,4,,20,1,2,3,3.2,0.666666667
5,4,4,1,4,2,5,2,4,1,,29,1,5,6,3.2,0.833333333
2,1,2,0,1,2,1,0,2,0,,26,1,3,3,1.1,1
1,1,3,1,2,2,1,0,1,0,,21,1,2,2,1.2,1
3,3,5,2,4,3,5,2,3,3,,17,2,2,3,3.3,0.666666667
2,0,3,0,2,1,3,0,2,0,,28,1,1,1,1.3,1
4,4,4,4,5,4,5,4,5,4,,25,1,2,4,4.3,0.5
4,3,3,3,3,3,2,3,3,3,,21,1,1,4,3,0.25
3,1,4,1,4,4,4,3,5,2,,18,2,1,3,3.1,0.333333333
3,1,4,2,3,3,3,2,3,2,,51,1,1,1,2.6,1
2,0,2,2,2,1,1,1,2,1,,23,1,3,3,1.4,1
1,2,2,2,2,4,1,1,3,1,,25,1,1,1,1.9,1
3,2,1,0,5,5,4,0,5,4,,31,2,1,2,2.9,0.5
2,2,3,2,3,2,2,0,4,1,,18,2,3,3,2.1,1
3,1,1,2,2,1,1,2,4,1,,29,2,2,2,1.8,1
3,3,4,2,3,3,2,1,4,1,,49,1,2,3,2.6,0.666666667
2,1,2,1,2,3,1,1,3,1,,25,1,1,2,1.7,0.5
4,3,4,2,4,3,4,1,4,1,,43,1,2,2,3,1
1,1,3,2,0,2,0,2,1,1,,15,1,2,2,1.3,1
2,2,3,2,4,3,3,2,3,2,,37,1,1,2,2.6,0.5
4,3,4,3,3,3,2,4,4,3,,27,2,2,3,3.3,0.666666667
2,0,2,3,3,0,4,2,2,2,,16,1,1,3,2,0.333333333
2,4,5,2,4,4,2,3,3,2,,17,2,1,2,3.1,0.5
2,0,3,0,3,0,2,1,3,1,,19,1,2,2,1.5,1
1,1,3,1,3,3,2,1,2,0,,38,1,1,1,1.7,1
3,3,5,4,4,3,5,3,5,3,,27,2,4,6,3.8,0.666666667
1,2,4,2,4,4,3,1,2,2,,28,2,2,3,2.5,0.666666667
1,4,4,3,2,4,1,4,4,0,,19,1,1,2,2.7,0.5
2,3,1,1,2,4,2,1,2,0,,19,1,1,2,1.8,0.5
2,2,1,1,1,2,1,3,2,0,,24,2,3,3,1.5,1
2,2,3,2,3,3,2,2,3,2,,40,2,1,2,2.4,0.5
5,4,1,0,5,4,5,4,5,4,,16,1,2,2,3.7,1
4,3,5,4,5,4,5,4,4,4,,34,2,1,4,4.2,0.25
4,1,2,3,3,4,1,2,3,1,,31,2,1,3,2.4,0.333333333
1,2,1,3,5,4,1,1,2,0,,18,1,1,1,2,1
